,title,artist,id,link,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,duration_ms,label
0,Genie In A Bottle,Christina Aguilera,11mwFrKvLXCbcVGNxffGyP,https://open.spotify.com/artist/1l7ZsJRRS8wlW3WfJfPfNS,0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,spotify:track:11mwFrKvLXCbcVGNxffGyP,https://api.spotify.com/v1/tracks/11mwFrKvLXCbcVGNxffGyP,217573,nothot
1,Swallowed In The Sea,Coldplay,2u2WL5N3KnQnykOZi3fxL6,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,0.265,0.378,11,-10.823,1,0.0316,0.0557,1.29e-06,0.119,0.153,142.1,spotify:track:2u2WL5N3KnQnykOZi3fxL6,https://api.spotify.com/v1/tracks/2u2WL5N3KnQnykOZi3fxL6,239002,nothot
2,We Ride,Rihanna,0EIsxWGPSte4cAHZw5aXr4,https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H,0.394,0.744,5,-5.465,0,0.276,0.00175,0,0.308,0.772,78.696,spotify:track:0EIsxWGPSte4cAHZw5aXr4,https://api.spotify.com/v1/tracks/0EIsxWGPSte4cAHZw5aXr4,236680,nothot
3,The Diary,Hollywood Undead,3D8fT4ExPoHvW6clW9nYLp,https://open.spotify.com/artist/0CEFCo8288kQU7mJi25s6E,0.612,0.666,0,-6.276,1,0.0363,0.0237,0,0.662,0.788,148.064,spotify:track:3D8fT4ExPoHvW6clW9nYLp,https://api.spotify.com/v1/tracks/3D8fT4ExPoHvW6clW9nYLp,275293,nothot
4,Your Star,The All-American Rejects,1FiAliBdsh2bTWn4xHnbUG,https://open.spotify.com/artist/3vAaWhdBR38Q02ohXqaNHT,0.49,0.857,2,-3.641,1,0.0471,0.000785,0.00255,0.0953,0.483,148.072,spotify:track:1FiAliBdsh2bTWn4xHnbUG,https://api.spotify.com/v1/tracks/1FiAliBdsh2bTWn4xHnbUG,260827,nothot
5,My Humps,Black Eyed Peas,20jYtEun4dUdYZ9foaOC48,https://open.spotify.com/artist/1yxSLGMDHlW21z4YXirZDS,0.802,0.682,1,-5.924,0,0.222,0.111,1.39e-05,0.109,0.586,123.95,spotify:track:20jYtEun4dUdYZ9foaOC48,https://api.spotify.com/v1/tracks/20jYtEun4dUdYZ9foaOC48,326960,nothot
6,War Pigs,Cake,5Cg6S5BXG6lXqjijSK9zFh,https://open.spotify.com/artist/6A43Djmhbe9100UwnI7epV,0.581,0.566,5,-8.169,0,0.0357,0.00698,2.93e-06,0.0968,0.449,83.904,spotify:track:5Cg6S5BXG6lXqjijSK9zFh,https://api.spotify.com/v1/tracks/5Cg6S5BXG6lXqjijSK9zFh,234013,nothot
7,Break It Off,"Rihanna, Sean Paul",2osdbXkJFUwPBLiZ4gRaEv,https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H,0.897,0.738,10,-5.314,0,0.228,0.0166,0,0.0573,0.798,133.966,spotify:track:2osdbXkJFUwPBLiZ4gRaEv,https://api.spotify.com/v1/tracks/2osdbXkJFUwPBLiZ4gRaEv,213373,nothot
8,I Dont Want To Be Late,Prince Alla,3pXE3hlfachrJMtiL7u2Y1,https://open.spotify.com/artist/4B4xNaBe6u9iNPsDkJC8I2,0.573,0.488,11,-10.399,0,0.0465,0.0052,0,0.0649,0.735,142.626,spotify:track:3pXE3hlfachrJMtiL7u2Y1,https://api.spotify.com/v1/tracks/3pXE3hlfachrJMtiL7u2Y1,245133,nothot
9,Every Morning,Basshunter,6SNV1vJKx31a1APhTRgTfJ,https://open.spotify.com/artist/37DdwREpvvQHmGLFEZ4h0Q,0.33,0.938,11,-3.185,1,0.08,0.0901,2.67e-05,0.491,0.204,144.808,spotify:track:6SNV1vJKx31a1APhTRgTfJ,https://api.spotify.com/v1/tracks/6SNV1vJKx31a1APhTRgTfJ,199053,nothot
10,Camaro,Kings Of Leon,2TaXtUWnMFp7UZ1pjnAaOg,https://open.spotify.com/artist/2qk9voo8llSGYcZ6xrBzKx,0.418,0.912,2,-3.941,1,0.082,0.0109,0.0527,0.101,0.349,136.1,spotify:track:2TaXtUWnMFp7UZ1pjnAaOg,https://api.spotify.com/v1/tracks/2TaXtUWnMFp7UZ1pjnAaOg,186707,nothot
11,Dashboard,Modest Mouse,0Fe3WxeO6lZZxj7ytvbDUh,https://open.spotify.com/artist/1yAwtBaoHLEDWAnWR87hBT,0.639,0.903,11,-5.013,0,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,spotify:track:0Fe3WxeO6lZZxj7ytvbDUh,https://api.spotify.com/v1/tracks/0Fe3WxeO6lZZxj7ytvbDUh,246173,nothot
12,Puppetmad,Puppetmastaz,5HBk4lU5e05Yz7vGwDfCR9,https://open.spotify.com/artist/4yZwAqoNthxjwuszjQpTt2,0.571,0.842,8,-4.892,1,0.202,0.383,0,0.967,0.874,99.808,spotify:track:5HBk4lU5e05Yz7vGwDfCR9,https://api.spotify.com/v1/tracks/5HBk4lU5e05Yz7vGwDfCR9,228400,nothot
13,"The Gymnast, High Above the Ground",The Decemberists,6MVsFjk6y7uyvV7Qmqt62c,https://open.spotify.com/artist/7ITd48RbLVpUfheE7B86o2,0.432,0.322,7,-11.556,1,0.0366,0.396,0.00186,0.13,0.123,117.978,spotify:track:6MVsFjk6y7uyvV7Qmqt62c,https://api.spotify.com/v1/tracks/6MVsFjk6y7uyvV7Qmqt62c,433333,nothot
14,Horchata,Vampire Weekend,4224tsPgiIlzm5p8n83Bon,https://open.spotify.com/artist/5BvJzeQpmsdsFp4HGUYUEx,0.834,0.787,0,-7.119,1,0.139,0.0801,0,0.356,0.836,119.976,spotify:track:4224tsPgiIlzm5p8n83Bon,https://api.spotify.com/v1/tracks/4224tsPgiIlzm5p8n83Bon,206733,nothot
15,Walking Through The Country,The Grass Roots,0bPO6CAxcjhiSwTlwrjLtQ,https://open.spotify.com/artist/2IU5UBup85LmAXh5U36DeC,0.561,0.612,10,-6.711,1,0.0255,0.584,0.57,0.171,0.79,97.069,spotify:track:0bPO6CAxcjhiSwTlwrjLtQ,https://api.spotify.com/v1/tracks/0bPO6CAxcjhiSwTlwrjLtQ,233853,nothot
16,Undo,Björk,0lhuD47gUUYuBNnYCrVGh9,https://open.spotify.com/artist/7w29UYBi0qsHi5RTcv3lmA,0.351,0.365,5,-11.891,1,0.0365,0.779,0.00798,0.114,0.0581,115.909,spotify:track:0lhuD47gUUYuBNnYCrVGh9,https://api.spotify.com/v1/tracks/0lhuD47gUUYuBNnYCrVGh9,338400,nothot
17,Breathing,Lifehouse,3oOO9PWp1izU4AxZ4SWqzH,https://open.spotify.com/artist/5PokPZn11xzZXyXSfnvIM3,0.499,0.82,2,-6.163,0,0.0301,0.0495,0,0.345,0.593,144.949,spotify:track:3oOO9PWp1izU4AxZ4SWqzH,https://api.spotify.com/v1/tracks/3oOO9PWp1izU4AxZ4SWqzH,265400,nothot
18,A Whiter Shade Of Pale,Procol Harum,78ZqE2tjAxbqEGGlvGnQfT,https://open.spotify.com/artist/0GbqW5TJr7n4is453VOY4C,0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,spotify:track:78ZqE2tjAxbqEGGlvGnQfT,https://api.spotify.com/v1/tracks/78ZqE2tjAxbqEGGlvGnQfT,248947,nothot
19,You Make It Real,James Morrison,1Yw6ViCo3tuufI0Hg4mzSU,https://open.spotify.com/artist/3LpLGlgRS1IKPPwElnpW35,0.317,0.57,0,-5.331,1,0.0324,0.242,0,0.145,0.322,84.253,spotify:track:1Yw6ViCo3tuufI0Hg4mzSU,https://api.spotify.com/v1/tracks/1Yw6ViCo3tuufI0Hg4mzSU,211400,nothot
20,If We Ever Meet Again,"Timbaland, Katy Perry",360UM2DaiHZPRu0EsrOvMp,https://open.spotify.com/artist/5Y5TRrQiqgUO4S36tzjIRZ,0.652,0.605,8,-7.371,1,0.0393,0.00481,0,0.0605,0.394,126.091,spotify:track:360UM2DaiHZPRu0EsrOvMp,https://api.spotify.com/v1/tracks/360UM2DaiHZPRu0EsrOvMp,292707,nothot
21,Représente,Alliance Ethnik,40DgbwQ2vrocQyBTTDUDdj,https://open.spotify.com/artist/2dZM3D9rBveK3dywr1WQkN,0.823,0.606,2,-4.86,1,0.252,0.197,0,0.101,0.815,79.004,spotify:track:40DgbwQ2vrocQyBTTDUDdj,https://api.spotify.com/v1/tracks/40DgbwQ2vrocQyBTTDUDdj,252160,nothot
22,Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,295533,nothot
23,Plastic Jungle,Miike Snow,6yDDemeXcEo8G2mcGUj4DW,https://open.spotify.com/artist/4l1cKWYW591xnwEGxpUg3J,0.722,0.838,7,-5.719,1,0.146,0.00672,0.00652,0.144,0.42,119.922,spotify:track:6yDDemeXcEo8G2mcGUj4DW,https://api.spotify.com/v1/tracks/6yDDemeXcEo8G2mcGUj4DW,234213,nothot
24,Drop The World,"Lil Wayne, Eminem",77q65VGEbRnJlnX50UfnZS,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,0.663,0.91,1,-1.629,1,0.317,0.0719,0,0.244,0.342,144.993,spotify:track:77q65VGEbRnJlnX50UfnZS,https://api.spotify.com/v1/tracks/77q65VGEbRnJlnX50UfnZS,229227,nothot
25,Signos,Soda Stereo,09L0jTQCVyvR07arr9Gn6u,https://open.spotify.com/artist/7An4yvF7hDYDolN4m5zKBp,0.633,0.647,9,-8.658,0,0.0333,0.402,0.0365,0.101,0.492,125.008,spotify:track:09L0jTQCVyvR07arr9Gn6u,https://api.spotify.com/v1/tracks/09L0jTQCVyvR07arr9Gn6u,315347,nothot
26,All Men Are Liars,Nick Lowe,1Rq7YL3aRVR66bMhCMoD4X,https://open.spotify.com/artist/3BqaUtuQmqIHg7B5Bc7fP7,0.67,0.553,7,-10.359,1,0.0292,0.564,0,0.142,0.927,128.845,spotify:track:1Rq7YL3aRVR66bMhCMoD4X,https://api.spotify.com/v1/tracks/1Rq7YL3aRVR66bMhCMoD4X,202659,nothot
27,Sexy Bitch,DJ Dizzy,1dOMy3WHT0fUOtwD7Im3JL,https://open.spotify.com/artist/6o1OmogjJFsHeNKtdNC4Ku,0.715,0.816,11,-4.637,0,0.0643,0.0232,0.00132,0.141,0.512,130.036,spotify:track:1dOMy3WHT0fUOtwD7Im3JL,https://api.spotify.com/v1/tracks/1dOMy3WHT0fUOtwD7Im3JL,221227,nothot
28,Rainbow In The Sky,Ziggy Marley,2U7kXTPxWV8OS7ZR3muAJT,https://open.spotify.com/artist/0o0rlxlC3ApLWsxFkUjMXc,0.795,0.537,1,-5.824,0,0.0808,0.179,2.35e-05,0.117,0.52,79.5,spotify:track:2U7kXTPxWV8OS7ZR3muAJT,https://api.spotify.com/v1/tracks/2U7kXTPxWV8OS7ZR3muAJT,188333,nothot
29,The Marbled Godwit,Bowerbirds,3SRkgZuapXEh9jscXVbnqE,https://open.spotify.com/artist/4MoGkOmfK6oKi1Isc8Iv9m,0.496,0.108,9,-11.991,0,0.0401,0.98,0.000104,0.123,0.231,115.404,spotify:track:3SRkgZuapXEh9jscXVbnqE,https://api.spotify.com/v1/tracks/3SRkgZuapXEh9jscXVbnqE,240147,nothot
30,I Gotta Feeling,Black Eyed Peas,4kLLWz7srcuLKA7Et40PQR,https://open.spotify.com/artist/1yxSLGMDHlW21z4YXirZDS,0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,spotify:track:4kLLWz7srcuLKA7Et40PQR,https://api.spotify.com/v1/tracks/4kLLWz7srcuLKA7Et40PQR,289133,nothot
31,The News,Jack Johnson,1v1MoRe2yzHnXCkHSTMB56,https://open.spotify.com/artist/3GBPw9NK25X1Wt2OUvOwY3,0.722,0.0818,4,-20.044,1,0.0427,0.895,0.0021,0.111,0.228,124.232,spotify:track:1v1MoRe2yzHnXCkHSTMB56,https://api.spotify.com/v1/tracks/1v1MoRe2yzHnXCkHSTMB56,146213,nothot
32,My Sharona,The Knack,1HOMkjp0nHMaTnfAkslCQj,https://open.spotify.com/artist/0Nn9YwJzcaeuU1jJL06e3r,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,spotify:track:1HOMkjp0nHMaTnfAkslCQj,https://api.spotify.com/v1/tracks/1HOMkjp0nHMaTnfAkslCQj,295400,nothot
33,Im With You,Avril Lavigne,1jlG3KJ3gdYmhfuySFfpO1,https://open.spotify.com/artist/0p4nmQO2msCgU4IF37Wi3j,0.457,0.406,9,-7.462,1,0.0291,0.08,0,0.117,0.208,151.95,spotify:track:1jlG3KJ3gdYmhfuySFfpO1,https://api.spotify.com/v1/tracks/1jlG3KJ3gdYmhfuySFfpO1,223067,nothot
34,Tron,Foals,6LeunKCe6CocBvkEZCl6RW,https://open.spotify.com/artist/6FQqZYVfTNQ1pCqfkwVFEa,0.591,0.897,2,-4.748,0,0.0412,0.0148,0.518,0.0638,0.413,150.054,spotify:track:6LeunKCe6CocBvkEZCl6RW,https://api.spotify.com/v1/tracks/6LeunKCe6CocBvkEZCl6RW,290840,nothot
35,Con Te Partirò,Andrea Bocelli,7zrpoAJte9o12TzawqgdD0,https://open.spotify.com/artist/3EA9hVIzKfFiQI0Kikz2wo,0.241,0.367,7,-7.95,1,0.0311,0.844,0.00279,0.0873,0.302,135.267,spotify:track:7zrpoAJte9o12TzawqgdD0,https://api.spotify.com/v1/tracks/7zrpoAJte9o12TzawqgdD0,250984,nothot
36,Hints,José González,7a21OcCqJEXc5j9F2jtTQz,https://open.spotify.com/artist/6xrCU6zdcSTsG2hLrojpmI,0.637,0.0916,6,-12.584,0,0.0437,0.873,0.257,0.135,0.325,142.824,spotify:track:7a21OcCqJEXc5j9F2jtTQz,https://api.spotify.com/v1/tracks/7a21OcCqJEXc5j9F2jtTQz,230973,nothot
37,Una Música Brutal,Gotan Project,1JdVxOvbPCpgzT3mP2Y4WF,https://open.spotify.com/artist/44ejFPE33H5aOInxNV2BFP,0.831,0.563,2,-9.929,1,0.0406,0.0973,0.632,0.102,0.362,107.015,spotify:track:1JdVxOvbPCpgzT3mP2Y4WF,https://api.spotify.com/v1/tracks/1JdVxOvbPCpgzT3mP2Y4WF,251800,nothot
38,San Simeon,Goldfinger,1BmrcDdnIcUb9YMvRxhfEs,https://open.spotify.com/artist/7sVQKNtdP2NylxMgbNOJMM,0.419,0.895,4,-5.134,1,0.093,0.00696,0,0.598,0.647,168.326,spotify:track:1BmrcDdnIcUb9YMvRxhfEs,https://api.spotify.com/v1/tracks/1BmrcDdnIcUb9YMvRxhfEs,203467,nothot
39,Needle In The Hay,Elliott Smith,1bFPKxP56XWDXJOwo3Kvfp,https://open.spotify.com/artist/2ApaG60P4r0yhBoDCGD8YG,0.562,0.192,9,-17.451,0,0.0412,0.24,0.0344,0.118,0.313,116.015,spotify:track:1bFPKxP56XWDXJOwo3Kvfp,https://api.spotify.com/v1/tracks/1bFPKxP56XWDXJOwo3Kvfp,257587,nothot
40,It Takes Two,"Rob Base, DJ EZ Rock",0gFB5H3pHN13ERt2FyMuWi,https://open.spotify.com/artist/6vwFR7NilfrQ4AX0d41fWu,0.8,0.723,2,-9.719,1,0.158,0.00228,0,0.26,0.651,111.593,spotify:track:0gFB5H3pHN13ERt2FyMuWi,https://api.spotify.com/v1/tracks/0gFB5H3pHN13ERt2FyMuWi,300640,nothot
41,Orange Trägt Nur Die Müllabfuhr (Go West),Mickie Krause,7oisRNXKyX3QpMH86ZDK1u,https://open.spotify.com/artist/0cXE2SrE0M4Vn7F2NVzG6q,0.636,0.999,0,-3.914,1,0.0848,0.0402,0,0.0957,0.747,137.953,spotify:track:7oisRNXKyX3QpMH86ZDK1u,https://api.spotify.com/v1/tracks/7oisRNXKyX3QpMH86ZDK1u,204662,nothot
42,Suffocate,J Holiday,3nJjIYchBNkYm7B8XfJf5N,https://open.spotify.com/artist/7G6hXrjGpi6I7waNl4wxAk,0.458,0.445,9,-8.391,0,0.361,0.64,0,0.118,0.447,82.82,spotify:track:3nJjIYchBNkYm7B8XfJf5N,https://api.spotify.com/v1/tracks/3nJjIYchBNkYm7B8XfJf5N,220053,nothot
43,Tacobel Canon,Ratatat,1U3aIlw4n2NdSpsGCCQkUs,https://open.spotify.com/artist/57dN52uHvrHOxijzpIgu3E,0.506,0.518,7,-7.236,1,0.0385,0.000225,0.838,0.303,0.322,133.41,spotify:track:1U3aIlw4n2NdSpsGCCQkUs,https://api.spotify.com/v1/tracks/1U3aIlw4n2NdSpsGCCQkUs,266760,nothot
44,I Like It,"Sammie, JT Money",0IvTGWbNnCiUi9IOF7ye3F,https://open.spotify.com/artist/4p07QU02SrLsaORo25h2Lg,0.826,0.656,9,-8.529,1,0.0617,0.0101,0.000113,0.0272,0.852,129.963,spotify:track:0IvTGWbNnCiUi9IOF7ye3F,https://api.spotify.com/v1/tracks/0IvTGWbNnCiUi9IOF7ye3F,251040,nothot
45,Everywhere I Go,The Black Keys,5rRDk6bhV4w8n3wEo59Vmd,https://open.spotify.com/artist/7mnBLXK823vNxN3UWB7Gfz,0.432,0.652,2,-8.485,1,0.03,0.444,0.861,0.244,0.59,133.855,spotify:track:5rRDk6bhV4w8n3wEo59Vmd,https://api.spotify.com/v1/tracks/5rRDk6bhV4w8n3wEo59Vmd,340787,nothot
46,Lisztomania,Phoenix,7zkDEBSxkcBVsStS4qBFpK,https://open.spotify.com/artist/1xU878Z1QtBldR7ru9owdU,0.635,0.786,0,-6.46,1,0.0377,0.0349,0.00767,0.497,0.305,97.54,spotify:track:7zkDEBSxkcBVsStS4qBFpK,https://api.spotify.com/v1/tracks/7zkDEBSxkcBVsStS4qBFpK,241547,nothot
47,Drunk Girls,LCD Soundsystem,0IUAugkLGELvtFJfzPn2vi,https://open.spotify.com/artist/066X20Nz7iquqkkCW6Jxy6,0.599,0.878,4,-7.759,1,0.0387,0.000259,0.0258,0.0829,0.814,144.029,spotify:track:0IUAugkLGELvtFJfzPn2vi,https://api.spotify.com/v1/tracks/0IUAugkLGELvtFJfzPn2vi,222107,nothot
48,Bill Murray,Gorillaz,3D9UwaEzLRkXfruJoSiVX7,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,0.66,0.527,9,-10.714,1,0.0671,0.0212,0.303,0.0636,0.441,139.688,spotify:track:3D9UwaEzLRkXfruJoSiVX7,https://api.spotify.com/v1/tracks/3D9UwaEzLRkXfruJoSiVX7,231627,nothot
49,Paper Planes,MIA,6sG5hkP3jYe6gFYxaIFXbU,https://open.spotify.com/artist/1A3lRZjVEgfjqrrVDKLbRE,0.363,0.752,6,-6.379,1,0.0335,0.266,2.45e-06,0.103,0.63,166.226,spotify:track:6sG5hkP3jYe6gFYxaIFXbU,https://api.spotify.com/v1/tracks/6sG5hkP3jYe6gFYxaIFXbU,225440,nothot
50,OMG,"Usher, william",1bM50INir8voAkVoKuvEUI,https://open.spotify.com/artist/23zg3TcAtWQy7J6upgbUnj,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,spotify:track:1bM50INir8voAkVoKuvEUI,https://api.spotify.com/v1/tracks/1bM50INir8voAkVoKuvEUI,269493,nothot
51,Hasta Aqui Te Fui Fiel,Eddie Santiago,7zridhiD9txjjYAcDoC0qY,https://open.spotify.com/artist/5Wg6XnPTp0xXxFCjywwR9I,0.644,0.703,2,-6.94,0,0.0349,0.553,0.00142,0.0909,0.533,174.824,spotify:track:7zridhiD9txjjYAcDoC0qY,https://api.spotify.com/v1/tracks/7zridhiD9txjjYAcDoC0qY,264933,nothot
52,Irreplaceable,Beyoncé,6RX5iL93VZ5fKmyvNXvF1r,https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,227853,nothot
53,Kabuki Girl,Descendents,3lrQFKjwoDladcpdSauYCj,https://open.spotify.com/artist/1FGH4Bh7g9W6V4fUcKZWp5,0.549,0.821,1,-8.62,0,0.0465,0.000341,0,0.332,0.786,96.948,spotify:track:3lrQFKjwoDladcpdSauYCj,https://api.spotify.com/v1/tracks/3lrQFKjwoDladcpdSauYCj,70733,nothot
54,Jack & Diane,John Mellencamp,43btz2xjMKpcmjkuRsvxyg,https://open.spotify.com/artist/3lPQ2Fk5JOwGWAF3ORFCqH,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,spotify:track:43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/tracks/43btz2xjMKpcmjkuRsvxyg,254493,nothot
55,The Memory Remains,"Metallica, Marianne Faithfull",6RbC38oDCIXD8V2AOU1Tjr,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,0.435,0.901,10,-3.694,0,0.0429,0.000303,0.0072,0.185,0.547,143.646,spotify:track:6RbC38oDCIXD8V2AOU1Tjr,https://api.spotify.com/v1/tracks/6RbC38oDCIXD8V2AOU1Tjr,279173,nothot
56,Hitched,The Kills,6EPBcuLoCXdWZ8Kj6yOYIZ,https://open.spotify.com/artist/5BYuBzqmTXwUDw2rYkwExr,0.459,0.823,9,-4.36,1,0.0345,0.0248,0.544,0.202,0.146,150.304,spotify:track:6EPBcuLoCXdWZ8Kj6yOYIZ,https://api.spotify.com/v1/tracks/6EPBcuLoCXdWZ8Kj6yOYIZ,242800,nothot
57,All Falls Down,"Kanye West, Syleena Johnson",5SkRLpaGtvYPhw02vZhQQ9,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,0.657,0.734,8,-4.832,0,0.484,0.149,0,0.139,0.434,91.03,spotify:track:5SkRLpaGtvYPhw02vZhQQ9,https://api.spotify.com/v1/tracks/5SkRLpaGtvYPhw02vZhQQ9,223507,nothot
58,Such Great Heights,The Postal Service,4G21jWo0Cm6lOIUNnZ2mUI,https://open.spotify.com/artist/5yV1qdnmxyIYiSFB02wpDj,0.644,0.808,5,-7.268,1,0.0513,0.0467,0.187,0.0652,0.175,174.98,spotify:track:4G21jWo0Cm6lOIUNnZ2mUI,https://api.spotify.com/v1/tracks/4G21jWo0Cm6lOIUNnZ2mUI,266507,nothot
59,Headlong,Queen,6goUTcMn0V30hWtKFIj6Kh,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d,0.566,0.912,2,-5.265,1,0.0964,0.192,7.19e-06,0.127,0.372,143.982,spotify:track:6goUTcMn0V30hWtKFIj6Kh,https://api.spotify.com/v1/tracks/6goUTcMn0V30hWtKFIj6Kh,277773,nothot
60,Boy With The Coin,Iron And Wine,34q2Y1O5zMeuBhX4WYn0aZ,https://open.spotify.com/artist/4M5nCE77Qaxayuhp3fVn4V,0.657,0.549,0,-8.215,1,0.0302,0.143,0.841,0.139,0.313,125.755,spotify:track:34q2Y1O5zMeuBhX4WYn0aZ,https://api.spotify.com/v1/tracks/34q2Y1O5zMeuBhX4WYn0aZ,245600,nothot
61,Love,Keyshia Cole,0W4NhJhcqKCqEP2GIpDCDq,https://open.spotify.com/artist/1vfezMIyCr4XUdYRaKIKi3,0.688,0.519,5,-4.285,1,0.0283,0.064,0,0.1,0.318,116.714,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,https://api.spotify.com/v1/tracks/0W4NhJhcqKCqEP2GIpDCDq,255333,nothot
62,Rammstein,Rammstein,0Zfh4uDmJz3D44Qy9nYMqu,https://open.spotify.com/artist/6wWVKhxIU2cEi0K81v7HvP,0.657,0.708,11,-7.69,1,0.0564,0.00155,0.763,0.215,0.201,113.939,spotify:track:0Zfh4uDmJz3D44Qy9nYMqu,https://api.spotify.com/v1/tracks/0Zfh4uDmJz3D44Qy9nYMqu,267744,nothot
63,Im On Fire,Bruce Springsteen,3PzsbWSQdLCKDLxn7YZfkM,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,https://api.spotify.com/v1/tracks/3PzsbWSQdLCKDLxn7YZfkM,155880,nothot
64,Firecracker,Josh Turner,5JtRN8PCpxoL03vnIpZXc7,https://open.spotify.com/artist/7vCtweS8UVAXTyau2j0rDT,0.439,0.972,4,-5.358,1,0.0936,0.0727,0.000297,0.0691,0.781,174.678,spotify:track:5JtRN8PCpxoL03vnIpZXc7,https://api.spotify.com/v1/tracks/5JtRN8PCpxoL03vnIpZXc7,208800,nothot
65,Marchin On,OneRepublic,4BUtvtGTRvJB49Hx2F7lle,https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ,0.508,0.807,11,-8.581,1,0.0686,0.333,0.00363,0.136,0.306,123.034,spotify:track:4BUtvtGTRvJB49Hx2F7lle,https://api.spotify.com/v1/tracks/4BUtvtGTRvJB49Hx2F7lle,251667,nothot
66,Chantilly Lace,Big Bopper,07GtDOCxmye5KDWsTSACPk,https://open.spotify.com/artist/2gNK2HAaLVz5DZoD2moDQj,0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,spotify:track:07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/tracks/07GtDOCxmye5KDWsTSACPk,145267,nothot
67,Blind,"Hercules, Love Affair",2acK24b60RQD2zBpW0Zsrw,https://open.spotify.com/artist/1WHoAjAWGx5qLsgzpaOk7W,0.716,0.914,7,-6.907,0,0.0341,0.00542,0.000218,0.0504,0.69,118.579,spotify:track:2acK24b60RQD2zBpW0Zsrw,https://api.spotify.com/v1/tracks/2acK24b60RQD2zBpW0Zsrw,345560,nothot
68,Blame It On The Rain,Milli Vanilli,0UUpyDCYzkziXJ1TM4awHM,https://open.spotify.com/artist/3vRclCt9VnNhYIxFMQCxuM,0.758,0.827,4,-6.151,0,0.0774,0.00326,0.000169,0.0946,0.506,97.515,spotify:track:0UUpyDCYzkziXJ1TM4awHM,https://api.spotify.com/v1/tracks/0UUpyDCYzkziXJ1TM4awHM,248533,nothot
69,Sexy Love,Anneli Drecker,6GBxVLnlL88uyyLnzTwZrH,https://open.spotify.com/artist/6j9OUxLipuMLVonavrtP52,0.726,0.827,10,-6.082,1,0.0321,0.0269,8.32e-05,0.0852,0.703,127.069,spotify:track:6GBxVLnlL88uyyLnzTwZrH,https://api.spotify.com/v1/tracks/6GBxVLnlL88uyyLnzTwZrH,217867,nothot
70,I Never Told You,Colbie Caillat,3maCmHhpmJ6hzJjEnm0ieT,https://open.spotify.com/artist/6aZyMrc4doVtZyKNilOmwu,0.498,0.634,3,-5.214,1,0.0288,0.166,0,0.3,0.36,144.104,spotify:track:3maCmHhpmJ6hzJjEnm0ieT,https://api.spotify.com/v1/tracks/3maCmHhpmJ6hzJjEnm0ieT,232960,nothot
71,The Hardest Part,"Ryan Adams, The Cardinals",5JVAIjtWoNQO7wJBWWsLGv,https://open.spotify.com/artist/5GHv1pBOWOQxIE6WQBq88Q,0.372,0.825,4,-6.865,0,0.0606,0.183,0,0.11,0.628,165.037,spotify:track:5JVAIjtWoNQO7wJBWWsLGv,https://api.spotify.com/v1/tracks/5JVAIjtWoNQO7wJBWWsLGv,171013,nothot
