title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,duration_ms,label,links
I Know It,Rod Wave,2Ty1Z8Q0bRF7niZuO8D5rW,0.626,0.772,5,-6.797,1,0.057,0.339,0.0,0.135,0.31,162.975,spotify:track:2Ty1Z8Q0bRF7niZuO8D5rW,https://api.spotify.com/v1/tracks/2Ty1Z8Q0bRF7niZuO8D5rW,157546,hot,https://open.spotify.com/track/2Ty1Z8Q0bRF7niZuO8D5rW
Last Last,Burna Boy,67SiENVpgIE9UBYpCuQ3t9,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,spotify:track:67SiENVpgIE9UBYpCuQ3t9,https://api.spotify.com/v1/tracks/67SiENVpgIE9UBYpCuQ3t9,172342,hot,https://open.spotify.com/track/67SiENVpgIE9UBYpCuQ3t9
Tarot,"Bad Bunny, Jhay Cortez",41oY4WCTj5kccfesTVFnvN,0.795,0.684,11,-3.971,0,0.0419,0.0225,0.0,0.658,0.419,114.011,spotify:track:41oY4WCTj5kccfesTVFnvN,https://api.spotify.com/v1/tracks/41oY4WCTj5kccfesTVFnvN,237895,hot,https://open.spotify.com/track/41oY4WCTj5kccfesTVFnvN
With A Woman You Love,Justin Moore,3wBZZdtzf3XbUiGHnpO00b,0.611,0.756,7,-4.483,1,0.0288,0.0587,0.0,0.378,0.596,106.012,spotify:track:3wBZZdtzf3XbUiGHnpO00b,https://api.spotify.com/v1/tracks/3wBZZdtzf3XbUiGHnpO00b,167376,hot,https://open.spotify.com/track/3wBZZdtzf3XbUiGHnpO00b
At The End Of A Bar,"Chris Young, Mitchell Tenpenny",2NYOqKy4VX6dqVtzrv1Cx9,0.494,0.782,3,-4.228,1,0.0409,0.0443,0.0,0.0921,0.44,75.932,spotify:track:2NYOqKy4VX6dqVtzrv1Cx9,https://api.spotify.com/v1/tracks/2NYOqKy4VX6dqVtzrv1Cx9,186373,hot,https://open.spotify.com/track/2NYOqKy4VX6dqVtzrv1Cx9
Truth About You,Mitchell Tenpenny,4Qum1kECNQrpREev5fvAQ4,0.492,0.708,10,-4.639,1,0.0334,0.0975,0.0,0.12,0.697,161.989,spotify:track:4Qum1kECNQrpREev5fvAQ4,https://api.spotify.com/v1/tracks/4Qum1kECNQrpREev5fvAQ4,203037,hot,https://open.spotify.com/track/4Qum1kECNQrpREev5fvAQ4
Pressurelicious,"Megan Thee Stallion, Future",16knHihZqSUCl07ablNPPl,0.845,0.723,11,-5.18,1,0.263,0.0112,0.0,0.107,0.667,146.972,spotify:track:16knHihZqSUCl07ablNPPl,https://api.spotify.com/v1/tracks/16knHihZqSUCl07ablNPPl,173061,hot,https://open.spotify.com/track/16knHihZqSUCl07ablNPPl
Cuff It,Beyonce,1xzi1Jcr7mEi9K2RfzLOqS,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,225389,hot,https://open.spotify.com/track/1xzi1Jcr7mEi9K2RfzLOqS
Ungrateful,"Megan Thee Stallion, Key Glock",6vA7RdHmU23h3ygUPPFXz5,0.94,0.606,1,-5.826,1,0.195,0.0215,0.0,0.18,0.507,130.0,spotify:track:6vA7RdHmU23h3ygUPPFXz5,https://api.spotify.com/v1/tracks/6vA7RdHmU23h3ygUPPFXz5,154433,hot,https://open.spotify.com/track/6vA7RdHmU23h3ygUPPFXz5
Pick Me Up,Gabby Barrett,5HL3oKQslS0D9zBkrLVQYs,0.472,0.701,2,-4.563,1,0.0369,0.0387,0.0,0.107,0.515,79.805,spotify:track:5HL3oKQslS0D9zBkrLVQYs,https://api.spotify.com/v1/tracks/5HL3oKQslS0D9zBkrLVQYs,169440,hot,https://open.spotify.com/track/5HL3oKQslS0D9zBkrLVQYs
She Likes It,"Russell Dickerson, Jake Scott",6VVqPBFZIbcmv14zNfOc13,0.79,0.325,4,-11.689,1,0.127,0.509,0.0,0.155,0.539,126.877,spotify:track:6VVqPBFZIbcmv14zNfOc13,https://api.spotify.com/v1/tracks/6VVqPBFZIbcmv14zNfOc13,163311,hot,https://open.spotify.com/track/6VVqPBFZIbcmv14zNfOc13
Despecha,Rosalia,5ildQOEKmJuWGl2vRkFdYc,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,spotify:track:5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/tracks/5ildQOEKmJuWGl2vRkFdYc,157018,hot,https://open.spotify.com/track/5ildQOEKmJuWGl2vRkFdYc
Pieces,Rod Wave,6T7tWJsjBpLb95rNqSLcih,0.565,0.558,5,-7.634,1,0.0453,0.379,0.0,0.0896,0.0778,82.998,spotify:track:6T7tWJsjBpLb95rNqSLcih,https://api.spotify.com/v1/tracks/6T7tWJsjBpLb95rNqSLcih,208193,hot,https://open.spotify.com/track/6T7tWJsjBpLb95rNqSLcih
Budget,"Megan Thee Stallion, Latto",3BFxkzhkESwALQxjxOVFgJ,0.922,0.858,1,-4.185,1,0.251,0.00451,0.0,0.124,0.915,145.033,spotify:track:3BFxkzhkESwALQxjxOVFgJ,https://api.spotify.com/v1/tracks/3BFxkzhkESwALQxjxOVFgJ,201979,hot,https://open.spotify.com/track/3BFxkzhkESwALQxjxOVFgJ
Ghost Story,Carrie Underwood,2FGOg7uYBfnspkPOISXTFY,0.479,0.742,7,-5.587,1,0.0539,0.0069,0.000834,0.278,0.454,142.909,spotify:track:2FGOg7uYBfnspkPOISXTFY,https://api.spotify.com/v1/tracks/2FGOg7uYBfnspkPOISXTFY,181400,hot,https://open.spotify.com/track/2FGOg7uYBfnspkPOISXTFY
Cooped Up,"Post Malone, Roddy Ricch",52X0A5RTmanvtAgI4D5NS1,0.669,0.773,0,-5.619,1,0.153,0.038,0.0,0.113,0.377,93.923,spotify:track:52X0A5RTmanvtAgI4D5NS1,https://api.spotify.com/v1/tracks/52X0A5RTmanvtAgI4D5NS1,185857,hot,https://open.spotify.com/track/52X0A5RTmanvtAgI4D5NS1
Rockstar Heart,Rod Wave,4UiPTfFuP4SLo59Q9KC8Yp,0.516,0.533,0,-8.106,1,0.067,0.684,0.0,0.188,0.175,76.325,spotify:track:4UiPTfFuP4SLo59Q9KC8Yp,https://api.spotify.com/v1/tracks/4UiPTfFuP4SLo59Q9KC8Yp,137967,hot,https://open.spotify.com/track/4UiPTfFuP4SLo59Q9KC8Yp
Puffin On Zootiez,Future,1qMMYpVatbRITKCfq1gasi,0.883,0.657,8,-5.748,1,0.305,0.0603,0.0,0.128,0.284,124.992,spotify:track:1qMMYpVatbRITKCfq1gasi,https://api.spotify.com/v1/tracks/1qMMYpVatbRITKCfq1gasi,172933,hot,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi
Until I Found You,Stephen Sanchez,0T5iIrXA4p5GsubkhuBIKV,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,spotify:track:0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/tracks/0T5iIrXA4p5GsubkhuBIKV,177720,hot,https://open.spotify.com/track/0T5iIrXA4p5GsubkhuBIKV
Plan B,Megan Thee Stallion,3A4U3uNNsMaI1vWBey3VYH,0.898,0.522,7,-5.872,1,0.337,0.0674,0.0,0.108,0.675,85.054,spotify:track:3A4U3uNNsMaI1vWBey3VYH,https://api.spotify.com/v1/tracks/3A4U3uNNsMaI1vWBey3VYH,163765,hot,https://open.spotify.com/track/3A4U3uNNsMaI1vWBey3VYH
Thought You Should Know,Morgan Wallen,6NHpyYvJyQsg2nXXzGYc2R,0.529,0.695,6,-6.174,1,0.0278,0.488,1.24e-05,0.142,0.514,139.993,spotify:track:6NHpyYvJyQsg2nXXzGYc2R,https://api.spotify.com/v1/tracks/6NHpyYvJyQsg2nXXzGYc2R,215572,hot,https://open.spotify.com/track/6NHpyYvJyQsg2nXXzGYc2R
Time Kills (Love Birds),Rod Wave,1LaBp63783MPDYnE3ohMAN,0.601,0.612,8,-7.65,1,0.0727,0.0508,0.0,0.164,0.517,154.977,spotify:track:1LaBp63783MPDYnE3ohMAN,https://api.spotify.com/v1/tracks/1LaBp63783MPDYnE3ohMAN,173418,hot,https://open.spotify.com/track/1LaBp63783MPDYnE3ohMAN
Fading,Rod Wave,0Ixokfhum2t1dXWg54hjPn,0.674,0.656,11,-7.506,1,0.0625,0.324,0.0,0.107,0.38,159.933,spotify:track:0Ixokfhum2t1dXWg54hjPn,https://api.spotify.com/v1/tracks/0Ixokfhum2t1dXWg54hjPn,163500,hot,https://open.spotify.com/track/0Ixokfhum2t1dXWg54hjPn
Church Girl,Beyonce,2mqTtvbKxH7SoEQ2oGAnsA,0.792,0.919,2,-5.688,1,0.276,0.0381,5.1e-06,0.368,0.22,92.028,spotify:track:2mqTtvbKxH7SoEQ2oGAnsA,https://api.spotify.com/v1/tracks/2mqTtvbKxH7SoEQ2oGAnsA,224473,hot,https://open.spotify.com/track/2mqTtvbKxH7SoEQ2oGAnsA
Un Ratito,Bad Bunny,5CzixCxDkRXX9mScCmah8O,0.787,0.546,0,-7.094,0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,spotify:track:5CzixCxDkRXX9mScCmah8O,https://api.spotify.com/v1/tracks/5CzixCxDkRXX9mScCmah8O,176936,hot,https://open.spotify.com/track/5CzixCxDkRXX9mScCmah8O
La Corriente,"Bad Bunny, Tony Dize",1797zYiX4cKosMH836X9Gt,0.663,0.786,11,-3.51,0,0.195,0.229,0.0,0.219,0.579,196.12,spotify:track:1797zYiX4cKosMH836X9Gt,https://api.spotify.com/v1/tracks/1797zYiX4cKosMH836X9Gt,198367,hot,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt
What My World Spins Around,Jordan Davis,6HBRLaSQ7NB8MNlaqzYen1,0.675,0.726,2,-6.459,1,0.0461,0.105,0.0,0.153,0.671,124.872,spotify:track:6HBRLaSQ7NB8MNlaqzYen1,https://api.spotify.com/v1/tracks/6HBRLaSQ7NB8MNlaqzYen1,186791,hot,https://open.spotify.com/track/6HBRLaSQ7NB8MNlaqzYen1
Genie In A Bottle,Christina Aguilera,11mwFrKvLXCbcVGNxffGyP,0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,spotify:track:11mwFrKvLXCbcVGNxffGyP,https://api.spotify.com/v1/tracks/11mwFrKvLXCbcVGNxffGyP,217573,nothot,https://open.spotify.com/track/11mwFrKvLXCbcVGNxffGyP
Swallowed In The Sea,Coldplay,2u2WL5N3KnQnykOZi3fxL6,0.265,0.378,11,-10.823,1,0.0316,0.0557,1.29e-06,0.119,0.153,142.1,spotify:track:2u2WL5N3KnQnykOZi3fxL6,https://api.spotify.com/v1/tracks/2u2WL5N3KnQnykOZi3fxL6,239002,nothot,https://open.spotify.com/track/2u2WL5N3KnQnykOZi3fxL6
We Ride,Rihanna,0EIsxWGPSte4cAHZw5aXr4,0.394,0.744,5,-5.465,0,0.276,0.00175,0.0,0.308,0.772,78.696,spotify:track:0EIsxWGPSte4cAHZw5aXr4,https://api.spotify.com/v1/tracks/0EIsxWGPSte4cAHZw5aXr4,236680,nothot,https://open.spotify.com/track/0EIsxWGPSte4cAHZw5aXr4
The Diary,Hollywood Undead,3D8fT4ExPoHvW6clW9nYLp,0.612,0.666,0,-6.276,1,0.0363,0.0237,0.0,0.662,0.788,148.064,spotify:track:3D8fT4ExPoHvW6clW9nYLp,https://api.spotify.com/v1/tracks/3D8fT4ExPoHvW6clW9nYLp,275293,nothot,https://open.spotify.com/track/3D8fT4ExPoHvW6clW9nYLp
Your Star,The All-American Rejects,1FiAliBdsh2bTWn4xHnbUG,0.49,0.857,2,-3.641,1,0.0471,0.000785,0.00255,0.0953,0.483,148.072,spotify:track:1FiAliBdsh2bTWn4xHnbUG,https://api.spotify.com/v1/tracks/1FiAliBdsh2bTWn4xHnbUG,260827,nothot,https://open.spotify.com/track/1FiAliBdsh2bTWn4xHnbUG
My Humps,Black Eyed Peas,20jYtEun4dUdYZ9foaOC48,0.802,0.682,1,-5.924,0,0.222,0.111,1.39e-05,0.109,0.586,123.95,spotify:track:20jYtEun4dUdYZ9foaOC48,https://api.spotify.com/v1/tracks/20jYtEun4dUdYZ9foaOC48,326960,nothot,https://open.spotify.com/track/20jYtEun4dUdYZ9foaOC48
War Pigs,Cake,5Cg6S5BXG6lXqjijSK9zFh,0.581,0.566,5,-8.169,0,0.0357,0.00698,2.93e-06,0.0968,0.449,83.904,spotify:track:5Cg6S5BXG6lXqjijSK9zFh,https://api.spotify.com/v1/tracks/5Cg6S5BXG6lXqjijSK9zFh,234013,nothot,https://open.spotify.com/track/5Cg6S5BXG6lXqjijSK9zFh
Break It Off,"Rihanna, Sean Paul",2osdbXkJFUwPBLiZ4gRaEv,0.897,0.738,10,-5.314,0,0.228,0.0166,0.0,0.0573,0.798,133.966,spotify:track:2osdbXkJFUwPBLiZ4gRaEv,https://api.spotify.com/v1/tracks/2osdbXkJFUwPBLiZ4gRaEv,213373,nothot,https://open.spotify.com/track/2osdbXkJFUwPBLiZ4gRaEv
I Dont Want To Be Late,Prince Alla,3pXE3hlfachrJMtiL7u2Y1,0.573,0.488,11,-10.399,0,0.0465,0.0052,0.0,0.0649,0.735,142.626,spotify:track:3pXE3hlfachrJMtiL7u2Y1,https://api.spotify.com/v1/tracks/3pXE3hlfachrJMtiL7u2Y1,245133,nothot,https://open.spotify.com/track/3pXE3hlfachrJMtiL7u2Y1
Every Morning,Basshunter,6SNV1vJKx31a1APhTRgTfJ,0.33,0.938,11,-3.185,1,0.08,0.0901,2.67e-05,0.491,0.204,144.808,spotify:track:6SNV1vJKx31a1APhTRgTfJ,https://api.spotify.com/v1/tracks/6SNV1vJKx31a1APhTRgTfJ,199053,nothot,https://open.spotify.com/track/6SNV1vJKx31a1APhTRgTfJ
Camaro,Kings Of Leon,2TaXtUWnMFp7UZ1pjnAaOg,0.418,0.912,2,-3.941,1,0.082,0.0109,0.0527,0.101,0.349,136.1,spotify:track:2TaXtUWnMFp7UZ1pjnAaOg,https://api.spotify.com/v1/tracks/2TaXtUWnMFp7UZ1pjnAaOg,186707,nothot,https://open.spotify.com/track/2TaXtUWnMFp7UZ1pjnAaOg
Dashboard,Modest Mouse,0Fe3WxeO6lZZxj7ytvbDUh,0.639,0.903,11,-5.013,0,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,spotify:track:0Fe3WxeO6lZZxj7ytvbDUh,https://api.spotify.com/v1/tracks/0Fe3WxeO6lZZxj7ytvbDUh,246173,nothot,https://open.spotify.com/track/0Fe3WxeO6lZZxj7ytvbDUh
Puppetmad,Puppetmastaz,5HBk4lU5e05Yz7vGwDfCR9,0.571,0.842,8,-4.892,1,0.202,0.383,0.0,0.967,0.874,99.808,spotify:track:5HBk4lU5e05Yz7vGwDfCR9,https://api.spotify.com/v1/tracks/5HBk4lU5e05Yz7vGwDfCR9,228400,nothot,https://open.spotify.com/track/5HBk4lU5e05Yz7vGwDfCR9
"The Gymnast, High Above the Ground",The Decemberists,6MVsFjk6y7uyvV7Qmqt62c,0.432,0.322,7,-11.556,1,0.0366,0.396,0.00186,0.13,0.123,117.978,spotify:track:6MVsFjk6y7uyvV7Qmqt62c,https://api.spotify.com/v1/tracks/6MVsFjk6y7uyvV7Qmqt62c,433333,nothot,https://open.spotify.com/track/6MVsFjk6y7uyvV7Qmqt62c
Horchata,Vampire Weekend,4224tsPgiIlzm5p8n83Bon,0.834,0.787,0,-7.119,1,0.139,0.0801,0.0,0.356,0.836,119.976,spotify:track:4224tsPgiIlzm5p8n83Bon,https://api.spotify.com/v1/tracks/4224tsPgiIlzm5p8n83Bon,206733,nothot,https://open.spotify.com/track/4224tsPgiIlzm5p8n83Bon
Walking Through The Country,The Grass Roots,0bPO6CAxcjhiSwTlwrjLtQ,0.561,0.612,10,-6.711,1,0.0255,0.584,0.57,0.171,0.79,97.069,spotify:track:0bPO6CAxcjhiSwTlwrjLtQ,https://api.spotify.com/v1/tracks/0bPO6CAxcjhiSwTlwrjLtQ,233853,nothot,https://open.spotify.com/track/0bPO6CAxcjhiSwTlwrjLtQ
Undo,Björk,0lhuD47gUUYuBNnYCrVGh9,0.351,0.365,5,-11.891,1,0.0365,0.779,0.00798,0.114,0.0581,115.909,spotify:track:0lhuD47gUUYuBNnYCrVGh9,https://api.spotify.com/v1/tracks/0lhuD47gUUYuBNnYCrVGh9,338400,nothot,https://open.spotify.com/track/0lhuD47gUUYuBNnYCrVGh9
Breathing,Lifehouse,3oOO9PWp1izU4AxZ4SWqzH,0.499,0.82,2,-6.163,0,0.0301,0.0495,0.0,0.345,0.593,144.949,spotify:track:3oOO9PWp1izU4AxZ4SWqzH,https://api.spotify.com/v1/tracks/3oOO9PWp1izU4AxZ4SWqzH,265400,nothot,https://open.spotify.com/track/3oOO9PWp1izU4AxZ4SWqzH
A Whiter Shade Of Pale,Procol Harum,78ZqE2tjAxbqEGGlvGnQfT,0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,spotify:track:78ZqE2tjAxbqEGGlvGnQfT,https://api.spotify.com/v1/tracks/78ZqE2tjAxbqEGGlvGnQfT,248947,nothot,https://open.spotify.com/track/78ZqE2tjAxbqEGGlvGnQfT
You Make It Real,James Morrison,1Yw6ViCo3tuufI0Hg4mzSU,0.317,0.57,0,-5.331,1,0.0324,0.242,0.0,0.145,0.322,84.253,spotify:track:1Yw6ViCo3tuufI0Hg4mzSU,https://api.spotify.com/v1/tracks/1Yw6ViCo3tuufI0Hg4mzSU,211400,nothot,https://open.spotify.com/track/1Yw6ViCo3tuufI0Hg4mzSU
If We Ever Meet Again,"Timbaland, Katy Perry",360UM2DaiHZPRu0EsrOvMp,0.652,0.605,8,-7.371,1,0.0393,0.00481,0.0,0.0605,0.394,126.091,spotify:track:360UM2DaiHZPRu0EsrOvMp,https://api.spotify.com/v1/tracks/360UM2DaiHZPRu0EsrOvMp,292707,nothot,https://open.spotify.com/track/360UM2DaiHZPRu0EsrOvMp
Représente,Alliance Ethnik,40DgbwQ2vrocQyBTTDUDdj,0.823,0.606,2,-4.86,1,0.252,0.197,0.0,0.101,0.815,79.004,spotify:track:40DgbwQ2vrocQyBTTDUDdj,https://api.spotify.com/v1/tracks/40DgbwQ2vrocQyBTTDUDdj,252160,nothot,https://open.spotify.com/track/40DgbwQ2vrocQyBTTDUDdj
Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,295533,nothot,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
Plastic Jungle,Miike Snow,6yDDemeXcEo8G2mcGUj4DW,0.722,0.838,7,-5.719,1,0.146,0.00672,0.00652,0.144,0.42,119.922,spotify:track:6yDDemeXcEo8G2mcGUj4DW,https://api.spotify.com/v1/tracks/6yDDemeXcEo8G2mcGUj4DW,234213,nothot,https://open.spotify.com/track/6yDDemeXcEo8G2mcGUj4DW
Drop The World,"Lil Wayne, Eminem",77q65VGEbRnJlnX50UfnZS,0.663,0.91,1,-1.629,1,0.317,0.0719,0.0,0.244,0.342,144.993,spotify:track:77q65VGEbRnJlnX50UfnZS,https://api.spotify.com/v1/tracks/77q65VGEbRnJlnX50UfnZS,229227,nothot,https://open.spotify.com/track/77q65VGEbRnJlnX50UfnZS
Signos,Soda Stereo,09L0jTQCVyvR07arr9Gn6u,0.633,0.647,9,-8.658,0,0.0333,0.402,0.0365,0.101,0.492,125.008,spotify:track:09L0jTQCVyvR07arr9Gn6u,https://api.spotify.com/v1/tracks/09L0jTQCVyvR07arr9Gn6u,315347,nothot,https://open.spotify.com/track/09L0jTQCVyvR07arr9Gn6u
All Men Are Liars,Nick Lowe,1Rq7YL3aRVR66bMhCMoD4X,0.67,0.553,7,-10.359,1,0.0292,0.564,0.0,0.142,0.927,128.845,spotify:track:1Rq7YL3aRVR66bMhCMoD4X,https://api.spotify.com/v1/tracks/1Rq7YL3aRVR66bMhCMoD4X,202659,nothot,https://open.spotify.com/track/1Rq7YL3aRVR66bMhCMoD4X
Sexy Bitch,DJ Dizzy,1dOMy3WHT0fUOtwD7Im3JL,0.715,0.816,11,-4.637,0,0.0643,0.0232,0.00132,0.141,0.512,130.036,spotify:track:1dOMy3WHT0fUOtwD7Im3JL,https://api.spotify.com/v1/tracks/1dOMy3WHT0fUOtwD7Im3JL,221227,nothot,https://open.spotify.com/track/1dOMy3WHT0fUOtwD7Im3JL
Rainbow In The Sky,Ziggy Marley,2U7kXTPxWV8OS7ZR3muAJT,0.795,0.537,1,-5.824,0,0.0808,0.179,2.35e-05,0.117,0.52,79.5,spotify:track:2U7kXTPxWV8OS7ZR3muAJT,https://api.spotify.com/v1/tracks/2U7kXTPxWV8OS7ZR3muAJT,188333,nothot,https://open.spotify.com/track/2U7kXTPxWV8OS7ZR3muAJT
The Marbled Godwit,Bowerbirds,3SRkgZuapXEh9jscXVbnqE,0.496,0.108,9,-11.991,0,0.0401,0.98,0.000104,0.123,0.231,115.404,spotify:track:3SRkgZuapXEh9jscXVbnqE,https://api.spotify.com/v1/tracks/3SRkgZuapXEh9jscXVbnqE,240147,nothot,https://open.spotify.com/track/3SRkgZuapXEh9jscXVbnqE
I Gotta Feeling,Black Eyed Peas,4kLLWz7srcuLKA7Et40PQR,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,spotify:track:4kLLWz7srcuLKA7Et40PQR,https://api.spotify.com/v1/tracks/4kLLWz7srcuLKA7Et40PQR,289133,nothot,https://open.spotify.com/track/4kLLWz7srcuLKA7Et40PQR
The News,Jack Johnson,1v1MoRe2yzHnXCkHSTMB56,0.722,0.0818,4,-20.044,1,0.0427,0.895,0.0021,0.111,0.228,124.232,spotify:track:1v1MoRe2yzHnXCkHSTMB56,https://api.spotify.com/v1/tracks/1v1MoRe2yzHnXCkHSTMB56,146213,nothot,https://open.spotify.com/track/1v1MoRe2yzHnXCkHSTMB56
My Sharona,The Knack,1HOMkjp0nHMaTnfAkslCQj,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,spotify:track:1HOMkjp0nHMaTnfAkslCQj,https://api.spotify.com/v1/tracks/1HOMkjp0nHMaTnfAkslCQj,295400,nothot,https://open.spotify.com/track/1HOMkjp0nHMaTnfAkslCQj
Im With You,Avril Lavigne,1jlG3KJ3gdYmhfuySFfpO1,0.457,0.406,9,-7.462,1,0.0291,0.08,0.0,0.117,0.208,151.95,spotify:track:1jlG3KJ3gdYmhfuySFfpO1,https://api.spotify.com/v1/tracks/1jlG3KJ3gdYmhfuySFfpO1,223067,nothot,https://open.spotify.com/track/1jlG3KJ3gdYmhfuySFfpO1
Tron,Foals,6LeunKCe6CocBvkEZCl6RW,0.591,0.897,2,-4.748,0,0.0412,0.0148,0.518,0.0638,0.413,150.054,spotify:track:6LeunKCe6CocBvkEZCl6RW,https://api.spotify.com/v1/tracks/6LeunKCe6CocBvkEZCl6RW,290840,nothot,https://open.spotify.com/track/6LeunKCe6CocBvkEZCl6RW
Con Te Partirò,Andrea Bocelli,7zrpoAJte9o12TzawqgdD0,0.241,0.367,7,-7.95,1,0.0311,0.844,0.00279,0.0873,0.302,135.267,spotify:track:7zrpoAJte9o12TzawqgdD0,https://api.spotify.com/v1/tracks/7zrpoAJte9o12TzawqgdD0,250984,nothot,https://open.spotify.com/track/7zrpoAJte9o12TzawqgdD0
Hints,José González,7a21OcCqJEXc5j9F2jtTQz,0.637,0.0916,6,-12.584,0,0.0437,0.873,0.257,0.135,0.325,142.824,spotify:track:7a21OcCqJEXc5j9F2jtTQz,https://api.spotify.com/v1/tracks/7a21OcCqJEXc5j9F2jtTQz,230973,nothot,https://open.spotify.com/track/7a21OcCqJEXc5j9F2jtTQz
Una Música Brutal,Gotan Project,1JdVxOvbPCpgzT3mP2Y4WF,0.831,0.563,2,-9.929,1,0.0406,0.0973,0.632,0.102,0.362,107.015,spotify:track:1JdVxOvbPCpgzT3mP2Y4WF,https://api.spotify.com/v1/tracks/1JdVxOvbPCpgzT3mP2Y4WF,251800,nothot,https://open.spotify.com/track/1JdVxOvbPCpgzT3mP2Y4WF
San Simeon,Goldfinger,1BmrcDdnIcUb9YMvRxhfEs,0.419,0.895,4,-5.134,1,0.093,0.00696,0.0,0.598,0.647,168.326,spotify:track:1BmrcDdnIcUb9YMvRxhfEs,https://api.spotify.com/v1/tracks/1BmrcDdnIcUb9YMvRxhfEs,203467,nothot,https://open.spotify.com/track/1BmrcDdnIcUb9YMvRxhfEs
Needle In The Hay,Elliott Smith,1bFPKxP56XWDXJOwo3Kvfp,0.562,0.192,9,-17.451,0,0.0412,0.24,0.0344,0.118,0.313,116.015,spotify:track:1bFPKxP56XWDXJOwo3Kvfp,https://api.spotify.com/v1/tracks/1bFPKxP56XWDXJOwo3Kvfp,257587,nothot,https://open.spotify.com/track/1bFPKxP56XWDXJOwo3Kvfp
It Takes Two,"Rob Base, DJ EZ Rock",0gFB5H3pHN13ERt2FyMuWi,0.8,0.723,2,-9.719,1,0.158,0.00228,0.0,0.26,0.651,111.593,spotify:track:0gFB5H3pHN13ERt2FyMuWi,https://api.spotify.com/v1/tracks/0gFB5H3pHN13ERt2FyMuWi,300640,nothot,https://open.spotify.com/track/0gFB5H3pHN13ERt2FyMuWi
Orange Trägt Nur Die Müllabfuhr (Go West),Mickie Krause,7oisRNXKyX3QpMH86ZDK1u,0.636,0.999,0,-3.914,1,0.0848,0.0402,0.0,0.0957,0.747,137.953,spotify:track:7oisRNXKyX3QpMH86ZDK1u,https://api.spotify.com/v1/tracks/7oisRNXKyX3QpMH86ZDK1u,204662,nothot,https://open.spotify.com/track/7oisRNXKyX3QpMH86ZDK1u
Suffocate,J Holiday,3nJjIYchBNkYm7B8XfJf5N,0.458,0.445,9,-8.391,0,0.361,0.64,0.0,0.118,0.447,82.82,spotify:track:3nJjIYchBNkYm7B8XfJf5N,https://api.spotify.com/v1/tracks/3nJjIYchBNkYm7B8XfJf5N,220053,nothot,https://open.spotify.com/track/3nJjIYchBNkYm7B8XfJf5N
Tacobel Canon,Ratatat,1U3aIlw4n2NdSpsGCCQkUs,0.506,0.518,7,-7.236,1,0.0385,0.000225,0.838,0.303,0.322,133.41,spotify:track:1U3aIlw4n2NdSpsGCCQkUs,https://api.spotify.com/v1/tracks/1U3aIlw4n2NdSpsGCCQkUs,266760,nothot,https://open.spotify.com/track/1U3aIlw4n2NdSpsGCCQkUs
I Like It,"Sammie, JT Money",0IvTGWbNnCiUi9IOF7ye3F,0.826,0.656,9,-8.529,1,0.0617,0.0101,0.000113,0.0272,0.852,129.963,spotify:track:0IvTGWbNnCiUi9IOF7ye3F,https://api.spotify.com/v1/tracks/0IvTGWbNnCiUi9IOF7ye3F,251040,nothot,https://open.spotify.com/track/0IvTGWbNnCiUi9IOF7ye3F
Everywhere I Go,The Black Keys,5rRDk6bhV4w8n3wEo59Vmd,0.432,0.652,2,-8.485,1,0.03,0.444,0.861,0.244,0.59,133.855,spotify:track:5rRDk6bhV4w8n3wEo59Vmd,https://api.spotify.com/v1/tracks/5rRDk6bhV4w8n3wEo59Vmd,340787,nothot,https://open.spotify.com/track/5rRDk6bhV4w8n3wEo59Vmd
